MGI Gene/Marker ID,Symbol,Name,Chr,Qualifier,Annotated Term,Context,Proteoform,Evidence,Inferred From,Reference(s)
MGI:1921591,Tmem102,transmembrane protein 102,11,,positive regulation of T cell migration,,,ISO,Q8N9M5 ,J:200103 
MGI:1196277,Tmem201,transmembrane protein 201,4,,fibroblast migration,,,IMP,,J:197280 
MGI:1913851,Tmigd1,transmembrane and immunoglobulin domain containing 1,11,,regulation of cell migration,,,ISO,Q6UXZ0 ,J:164563 
MGI:5604098,Tmigd3,transmembrane and immunoglobulin domain containing 3,3,,negative regulation of cell migration,,,ISO,P0DMS9 ,J:164563 
MGI:99510,Tmsb4x,"thymosin, beta 4, X chromosome",X,,positive regulation of smooth muscle cell migration,,,TAS,,J:169941 
MGI:99510,Tmsb4x,"thymosin, beta 4, X chromosome",X,,regulation of cell migration,,,IBA,PTN002280337 ,J:265628 
MGI:99510,Tmsb4x,"thymosin, beta 4, X chromosome",X,,regulation of cell migration,"regulates muscle cell migration,regulates cell migration",,IDA,,J:94254 
MGI:109146,Tmsb10,"thymosin, beta 10",6,,regulation of cell migration,,,IBA,PTN002280337 ,J:265628 
MGI:1925728,Tmsb15a,thymosin beta 15a,X,,regulation of cell migration,,,IBA,PTN002280337 ,J:265628 
MGI:3843059,Tmsb15b1,thymosin beta 15b1,X,,regulation of cell migration,,,IBA,PTN002280337 ,J:265628 
MGI:3026988,Tmsb15l,thymosin beta 15b like,X,,regulation of cell migration,,,IBA,PTN002280337 ,J:265628 
MGI:101922,Tnc,tenascin C,4,,regulation of cell migration,,,IC,,J:320279 
MGI:104798,Tnf,tumor necrosis factor,17,,cellular extravasation,,,IDA,,J:83226 
MGI:104798,Tnf,tumor necrosis factor,17,,leukocyte migration,,,IDA,,J:88722 
MGI:104798,Tnf,tumor necrosis factor,17,,leukocyte tethering or rolling,,,ISO,P01375 ,J:164563 
MGI:104798,Tnf,tumor necrosis factor,17,,negative regulation of blood vessel endothelial cell migration,,,ISO,P01375 ,J:164563 
MGI:104961,Tnfaip1,"tumor necrosis factor, alpha-induced protein 1 (endothelial)",11,,cell migration,,,ISO,Q13829 ,J:164563 
MGI:1196377,Tnfaip3,"tumor necrosis factor, alpha-induced protein 3",10,,cell migration,,,IBA,PTN000332188 ,J:265628 
MGI:1195266,Tnfaip6,tumor necrosis factor alpha induced protein 6,2,,negative regulation of neutrophil chemotaxis,,,ISO,P98066 ,J:164563 
MGI:1351484,Tnfrsf12a,"tumor necrosis factor receptor superfamily, member 12a",17,,"substrate-dependent cell migration, cell attachment to substrate",,,IDA,,J:58335 
MGI:2675303,Tnfrsf14,"tumor necrosis factor receptor superfamily, member 14 (herpesvirus entry mediator)",4,,positive regulation of T cell migration,,,IBA,PTN002929911 ,J:265628 
MGI:2675303,Tnfrsf14,"tumor necrosis factor receptor superfamily, member 14 (herpesvirus entry mediator)",4,,positive regulation of T cell migration,positively regulates T cell migration,,IMP,MGI:4940320 ,J:168073 
MGI:2675303,Tnfrsf14,"tumor necrosis factor receptor superfamily, member 14 (herpesvirus entry mediator)",4,,T cell migration,results in the movement of T cell,,IMP,MGI:4940320 ,J:168073 
MGI:894675,Tnfrsf18,"tumor necrosis factor receptor superfamily, member 18",4,,positive regulation of leukocyte migration,,,ISO,Q9Y5U5 ,J:164563 
MGI:104511,Tnfsf4,"tumor necrosis factor (ligand) superfamily, member 4",1,,positive regulation of T cell migration,,,NAS,,J:169814 
MGI:1100089,Tnfsf11,"tumor necrosis factor (ligand) superfamily, member 11",14,,monocyte chemotaxis,,,ISO,O14788 ,J:164563 
MGI:1355317,Tnfsf14,"tumor necrosis factor (ligand) superfamily, member 14",17,,positive regulation of T cell chemotaxis,positively regulates T cell chemotaxis,,IDA,,J:168073 
MGI:1355317,Tnfsf14,"tumor necrosis factor (ligand) superfamily, member 14",17,,T cell chemotaxis,happens in T cell,,IDA,,J:168073 
MGI:1355317,Tnfsf14,"tumor necrosis factor (ligand) superfamily, member 14",17,,T cell chemotaxis,happens in macrophage,,IDA,,J:168073 
MGI:2673064,Tnfsf18,"tumor necrosis factor (ligand) superfamily, member 18",1,,positive regulation of leukocyte migration,,,ISO,Q9UNG2 ,J:164563 
MGI:2673064,Tnfsf18,"tumor necrosis factor (ligand) superfamily, member 18",1,,positive regulation of macrophage chemotaxis,"happens in colon lamina propria,happens in mesenteric lymph node,happens at the same time as inflammatory response|happens in peritoneal cavity,happens at the same time as inflammatory response",,IMP,,J:206613 
MGI:2673064,Tnfsf18,"tumor necrosis factor (ligand) superfamily, member 18",1,,positive regulation of monocyte chemotaxis,,,IMP,,J:206613 
MGI:2673064,Tnfsf18,"tumor necrosis factor (ligand) superfamily, member 18",1,,regulation of dendritic cell chemotaxis,"happens in colon lamina propria,happens in mesenteric lymph node,happens at the same time as inflammatory response",,IMP,,J:206613 
MGI:2665790,Tnn,tenascin N,1,,negative regulation of neuron migration,,,IDA,,J:83982 
MGI:2665790,Tnn,tenascin N,1,,neuron migration,,,IDA,,J:83982 
MGI:2665790,Tnn,tenascin N,1,,regulation of cell migration,,,IDA,,J:87910 
MGI:2665790,Tnn,tenascin N,1,,regulation of cell migration,,,ISO,Q9UQP3 ,J:164563 
MGI:99516,Tnr,tenascin R,1,,regulation of cell migration,,,IDA,,J:314849 
MGI:99516,Tnr,tenascin R,1,,telencephalon cell migration,"happens in main olfactory bulb,results in the movement of neuroblast (sensu Vertebrata)",,IMP,MGI:2154583 ,J:109492 
MGI:104552,Tns1,tensin 1,1,,fibroblast migration,,,IBA,PTN002906786 ,J:265628 
MGI:104552,Tns1,tensin 1,1,,fibroblast migration,results in the movement of fibroblast,,IMP,MGI:2447792 ,J:73980 
MGI:2443012,Tns3,tensin 3,11,,endothelial cell migration,"happens in small intestine epithelium,results in the movement of gut endothelial cell",,IMP,MGI:3574415 ,J:96666 
MGI:98791,Top2b,topoisomerase (DNA) II beta,14,,neuron migration,"happens in cerebral cortex,results in the movement of CNS neuron (sensu Vertebrata)",,IMP,MGI:3521923 ,J:94879 
MGI:1353568,Tor1a,"torsin family 1, member A (torsin A)",2,,"wound healing, spreading of cells",,,IMP,,J:140957 
MGI:1341264,Tpbg,trophoblast glycoprotein,9,,cell chemotaxis,happens in fibroblast,,IMP,MGI:4459319 ,J:160174 
MGI:1341264,Tpbg,trophoblast glycoprotein,9,,mesenchymal cell migration,happens in mesenchymal cell,,IMP,MGI:4459319 ,J:128085 
MGI:98809,Tpm1,"tropomyosin 1, alpha",9,,negative regulation of cell migration,,,ISO,RGD:3898 ,J:155856 
MGI:98809,Tpm1,"tropomyosin 1, alpha",9,,negative regulation of vascular associated smooth muscle cell migration,,,ISO,P09493 ,J:164563 
MGI:109200,Tradd,TNFRSF1A-associated via death domain,8,,positive regulation of cell migration,,,ISO,Q15628 ,J:164563 
MGI:1930005,Trem1,triggering receptor expressed on myeloid cells 1,17,,neutrophil chemotaxis,,,IBA,PTN000451705 ,J:265628 
MGI:1930005,Trem1,triggering receptor expressed on myeloid cells 1,17,,neutrophil chemotaxis,,,IGI,MGI:1930003 ,J:194295 
MGI:1930005,Trem1,triggering receptor expressed on myeloid cells 1,17,,neutrophil extravasation,results in the movement of neutrophil,,IGI,MGI:1930003 ,J:194295 
MGI:1930005,Trem1,triggering receptor expressed on myeloid cells 1,17,,neutrophil migration,results in the movement of neutrophil,,IGI,MGI:1930003 ,J:194295 
MGI:1930005,Trem1,triggering receptor expressed on myeloid cells 1,17,,positive regulation of macrophage chemotaxis,,,ISO,RGD:1309467 ,J:155856 
MGI:1913150,Trem2,triggering receptor expressed on myeloid cells 2,17,,positive regulation of microglial cell migration,"happens in microglial cell,happens in hippocampal formation,is a part of cellular response to amyloid-beta,regulates a function/process that happens in microglial cell",,IGI,CPX-1120 ,J:260524 
MGI:1913150,Trem2,triggering receptor expressed on myeloid cells 2,17,,positive regulation of microglial cell migration,"happens in brain,happens in microglial cell,regulates a function/process that happens in microglial cell",,IGI,P06684 P10148 ,J:243588 
MGI:1913150,Trem2,triggering receptor expressed on myeloid cells 2,17,,positive regulation of microglial cell migration,"happens in brain,happens in microglial cell,regulates a function/process that happens in microglial cell,has_end_location neuron,happens at the same time as apoptotic process",,IMP,,J:243588 
MGI:1913150,Trem2,triggering receptor expressed on myeloid cells 2,17,,positive regulation of microglial cell migration,happens in hippocampal formation,,IMP,,J:277170 
MGI:1913150,Trem2,triggering receptor expressed on myeloid cells 2,17,,positive regulation of microglial cell migration,,,IMP,,J:266671 
MGI:1913150,Trem2,triggering receptor expressed on myeloid cells 2,17,,positive regulation of microglial cell migration,,,ISO,Q9NZC2 ,J:164563 
MGI:1930003,Trem3,triggering receptor expressed on myeloid cells 3,17,,cell migration,,,IGI,MGI:1930005 ,J:194295 
MGI:1930003,Trem3,triggering receptor expressed on myeloid cells 3,17,,neutrophil chemotaxis,,,IBA,PTN000451705 ,J:265628 
MGI:1930003,Trem3,triggering receptor expressed on myeloid cells 3,17,,neutrophil chemotaxis,,,IGI,MGI:1930005 ,J:194295 
MGI:1930003,Trem3,triggering receptor expressed on myeloid cells 3,17,,neutrophil extravasation,,,IGI,MGI:1930005 ,J:194295 
MGI:2443397,Trib1,tribbles pseudokinase 1,15,,negative regulation of smooth muscle cell migration,,,ISO,Q96RU8 ,J:164563 
MGI:1917057,Trim32,tripartite motif-containing 32,4,,positive regulation of cell migration,,,ISO,Q13049 ,J:164563 
MGI:2673000,Trim46,tripartite motif-containing 46,3,,neuron migration,,,IBA,PTN002788001 ,J:265628 
MGI:2673000,Trim46,tripartite motif-containing 46,3,,neuron migration,,,IDA,,J:228724 
MGI:2673000,Trim46,tripartite motif-containing 46,3,,neuron migration,,,IMP,,J:228724 
MGI:3036269,Trim55,tripartite motif-containing 55,3,,diapedesis,"is a part of inflammatory response,is a part of defense response to virus,happens in lung",,IMP,MGI:3773035 ,J:268979 
MGI:3036269,Trim55,tripartite motif-containing 55,3,,leukocyte migration involved in inflammatory response,"is a part of inflammatory response,is a part of defense response to virus,happens in lung",,IMP,MGI:3773035 ,J:268979 
MGI:3036269,Trim55,tripartite motif-containing 55,3,,macrophage migration,"is a part of macrophage activation,is a part of cellular response to lipopolysaccharide,happens in macrophage",,IDA,,J:286766 
MGI:1343458,Trip6,thyroid hormone receptor interactor 6,5,,positive regulation of cell migration,,,ISO,Q15654 ,J:164563 
MGI:98834,Trp53,transformation related protein 53,11,,positive regulation of leukocyte migration,,,ISO,RGD:3889 ,J:155856 
MGI:1926609,Trp53inp1,transformation related protein 53 inducible nuclear protein 1,4,,negative regulation of cell migration,,,IMP,,J:174642 
MGI:1351901,Trpm2,"transient receptor potential cation channel, subfamily M, member 2",10,,dendritic cell chemotaxis,,,IMP,,J:178425 
MGI:1915917,Trpm4,"transient receptor potential cation channel, subfamily M, member 4",7,,dendritic cell chemotaxis,,,IMP,,J:140991 
MGI:1926945,Trpv4,"transient receptor potential cation channel, subfamily V, member 4",5,,positive regulation of macrophage chemotaxis,happens in adipose tissue,,IMP,,J:188264 
MGI:102757,Try4,trypsin 4,6,,endothelial cell migration,,,ISO,P35030 ,J:164563 
MGI:102756,Try5,trypsin 5,6,,endothelial cell migration,,,ISO,P35030 ,J:164563 
MGI:3687012,Try10,trypsin 10,6,,endothelial cell migration,,,ISO,P35030 ,J:164563 
MGI:102548,Tsc2,TSC complex subunit 2,17,,positive regulation of fibroblast migration,,,ISO,RGD:3908 ,J:155856 
MGI:1915748,Tspan11,tetraspanin 11,6,,cell migration,,,IBA,PTN002319281 ,J:265628 
MGI:88222,Tspo,translocator protein,15,,glial cell migration,,,ISO,RGD:2228 ,J:155856 
MGI:2155779,Ttbk2,tau tubulin kinase 2,2,,cerebellar granule cell precursor tangential migration,"is a part of cerebellar granular layer development,is a part of cerebellum development",,IMP,,J:227522 
MGI:2155779,Ttbk2,tau tubulin kinase 2,2,,regulation of cell migration,,,ISO,Q6IQ55 ,J:164563 
MGI:107861,Tubb2a,"tubulin, beta 2A class IIA",13,,neuron migration,,,IBA,PTN001358285 ,J:265628 
MGI:1920960,Tubb2b,"tubulin, beta 2B class IIB",13,,neuron migration,,,IBA,PTN001358285 ,J:265628 
MGI:1920960,Tubb2b,"tubulin, beta 2B class IIB",13,,neuron migration,,,ISO,RGD:1309427 ,J:155856 
MGI:1920960,Tubb2b,"tubulin, beta 2B class IIB",13,,neuron migration,,,ISO,Q9BVA1 ,J:164563 
MGI:1921487,Tubgcp2,"tubulin, gamma complex associated protein 2",7,,neuron migration,,,ISO,Q9BSJ2 ,J:164563 
MGI:98872,Twist1,twist basic helix-loop-helix transcription factor 1,12,,cardiac neural crest cell migration involved in outflow tract morphogenesis,,,IMP,MGI:1857265 ,J:138404 
MGI:98872,Twist1,twist basic helix-loop-helix transcription factor 1,12,,neuron migration,"happens in cranial ganglion,results in the movement of CNS neuron (sensu Vertebrata)",,IMP,MGI:1857265 ,J:90276 
MGI:104685,Twist2,twist basic helix-loop-helix transcription factor 2,1,,positive regulation of cell migration,,,ISO,Q8WVJ9 ,J:164563 
MGI:104294,Tyro3,TYRO3 protein tyrosine kinase 3,2,,cell migration,,,IBA,PTN002814495 ,J:265628 
MGI:104294,Tyro3,TYRO3 protein tyrosine kinase 3,2,,forebrain cell migration,"happens in forebrain,results in the movement of CNS neuron (sensu Vertebrata)",,IGI,MGI:1347244 ,J:141251 
MGI:104294,Tyro3,TYRO3 protein tyrosine kinase 3,2,,neuron migration,"happens in forebrain,results in the movement of CNS neuron (sensu Vertebrata)",,IGI,MGI:1347244 ,J:141251 
MGI:1270126,Ulk1,unc-51 like kinase 1,5,,neuron migration,"happens in cerebellum,results in the movement of granule cell",,IMP,,J:59129 
MGI:1270126,Ulk1,unc-51 like kinase 1,5,,radial glia guided migration of cerebellar granule cell,"happens in cerebellum,results in the movement of granule cell",,IMP,,J:59129 
MGI:1921622,Ulk4,unc-51-like kinase 4,9,,regulation of neuron migration,,,ISO,Q96C45 ,J:73065 
MGI:102674,Umod,uromodulin,7,,neutrophil migration,,,IBA,PTN002678685 ,J:265628 
MGI:102674,Umod,uromodulin,7,,neutrophil migration,,,ISO,P07911 ,J:164563 
MGI:1929785,Umodl1,uromodulin-like 1,17,,neutrophil migration,,,IBA,PTN002678685 ,J:265628 
MGI:1095412,Unc5c,unc-5 netrin receptor C,3,,regulation of cell migration,,,IMP,MGI:1857852 ,J:62291 
MGI:1095412,Unc5c,unc-5 netrin receptor C,3,,regulation of neuron migration,"regulates neuron migration,regulates cell migration",,IMP,MGI:1857013 ,J:45577 
MGI:2389364,Unc5d,unc-5 netrin receptor D,8,,regulation of neuron migration,,,IGI,MGI:3603594 ,J:196042 
MGI:2442456,Unk,unkempt family zinc finger,11,,neuron migration,happens in embryo,,IMP,,J:219939 
MGI:1341292,Ush2a,usherin,1,,cell migration,,,IBA,PTN000832450 ,J:265628 
MGI:894681,Usp9x,"ubiquitin specific peptidase 9, X chromosome",X,,cell migration,,,IBA,PTN001163006 ,J:265628 
MGI:894681,Usp9x,"ubiquitin specific peptidase 9, X chromosome",X,,neuron migration,,,IMP,,J:211314 
MGI:894681,Usp9x,"ubiquitin specific peptidase 9, X chromosome",X,,neuron migration,,,ISO,Q93008 ,J:164563 
MGI:1313274,Usp9y,"ubiquitin specific peptidase 9, Y chromosome",Y,,cell migration,,,IBA,PTN001163006 ,J:265628 
MGI:2159711,Usp33,ubiquitin specific peptidase 33,3,,cell migration,,,IMP,,J:156034 
MGI:101850,Usp45,ubiquitin specific petidase 45,4,,cell migration,,,ISO,Q70EL2 ,J:164563 
MGI:1346329,Uts2,urotensin 2,4,,positive regulation of fibroblast migration,,,ISO,RGD:3930 ,J:155856 
MGI:2135272,Vangl2,VANGL planar cell polarity 2,1,,cell migration involved in kidney development,,,IMP,,J:168261 
MGI:2442543,Vash1,vasohibin 1,12,,negative regulation of blood vessel endothelial cell migration,,,ISO,Q7L8A9 ,J:164563 
MGI:2442543,Vash1,vasohibin 1,12,,negative regulation of endothelial cell migration,,,ISO,Q7L8A9 ,J:73065 
MGI:98923,Vav1,vav 1 oncogene,17,,cell migration,,,IBA,PTN001106898 ,J:265628 
MGI:98923,Vav1,vav 1 oncogene,17,,neutrophil chemotaxis,,,IGI,MGI:3040696 ,J:168922 
MGI:102718,Vav2,vav 2 oncogene,2,,cell migration,,,IBA,PTN001106898 ,J:265628 
MGI:102718,Vav2,vav 2 oncogene,2,,cell migration,,,IGI,MGI:1888518 ,J:100216 
MGI:1888518,Vav3,vav 3 oncogene,3,,cell migration,,,IBA,PTN001106898 ,J:265628 
MGI:1888518,Vav3,vav 3 oncogene,3,,cell migration,,,IGI,MGI:102718 ,J:100216 
MGI:1888518,Vav3,vav 3 oncogene,3,,neutrophil chemotaxis,,,IGI,MGI:3040696 ,J:168922 
MGI:1277163,Vax1,ventral anterior homeobox 1,19,,neuron migration,"happens in telencephalon,results in the movement of CNS neuron (sensu Vertebrata)",,IMP,MGI:1859863 ,J:92054 
MGI:1277163,Vax1,ventral anterior homeobox 1,19,,neuron migration,"happens in telencephalon ventricular layer,results in the movement of CNS neuron (sensu Vertebrata)",,IMP,MGI:1859863 ,J:96805 
MGI:1277163,Vax1,ventral anterior homeobox 1,19,,neuron migration,"happens in olfactory lobe,results in the movement of CNS neuron (sensu Vertebrata)",,IMP,MGI:1859863 ,J:96805 
MGI:98926,Vcam1,vascular cell adhesion molecule 1,3,,cell chemotaxis,,,ISO,RGD:3952 ,J:155856 
MGI:98926,Vcam1,vascular cell adhesion molecule 1,3,,leukocyte tethering or rolling,,,ISO,P19320 ,J:164563 
MGI:102889,Vcan,versican,13,,glial cell migration,,,ISO,P13611 ,J:164563 
MGI:98927,Vcl,vinculin,14,,regulation of cell migration,,,IDA,,J:80756 
MGI:103178,Vegfa,vascular endothelial growth factor A,17,,basophil chemotaxis,,,ISO,P15692 ,J:164563 
MGI:103178,Vegfa,vascular endothelial growth factor A,17,,cell chemotaxis,,,ISO,RGD:619991 ,J:155856 
MGI:103178,Vegfa,vascular endothelial growth factor A,17,,cell migration,"happens in EMAPA:16039,results in the movement of early embryonic cell (metazoa)",,IDA,,J:95386 
MGI:103178,Vegfa,vascular endothelial growth factor A,17,,cell migration,"happens in embryo,results in the movement of early embryonic cell (metazoa)",,IGI,MGI:95558 ,J:95386 
MGI:103178,Vegfa,vascular endothelial growth factor A,17,,cell migration,"happens in embryo,results in the movement of early embryonic cell (metazoa)",,IGI,MGI:96683 ,J:95386 
MGI:103178,Vegfa,vascular endothelial growth factor A,17,,cell migration involved in sprouting angiogenesis,,,ISO,P15692 ,J:164563 
MGI:103178,Vegfa,vascular endothelial growth factor A,17,,endothelial cell chemotaxis,,,ISO,P15692 ,J:164563 
